,Date,Mid,Volume
517,2012-04-05,1407.65,14636130000.0
791,2012-04-13,1377.415,19093190000.0
103,2012-04-20,1379.0700000000002,18507460000.0
105,2012-04-27,1382.7150000000001,18950920000.0
344,2012-05-04,1391.63995,19165870000.0
65,2012-05-11,1358.52,19706660000.0
58,2012-05-18,1321.95505,21259330000.0
875,2012-05-25,1312.1100000000001,18829090000.0
819,2012-06-01,1306.09005,16202900000.0
815,2012-06-08,1297.895,19438880000.0
126,2012-06-15,1324.96995,18576250000.0
287,2012-06-22,1343.935,20136440000.0
291,2012-06-29,1335.72,18761520000.0
67,2012-07-06,1361.42005,11204700000.0
751,2012-07-13,1343.475,16669120000.0
494,2012-07-20,1362.72995,18040410000.0
491,2012-07-27,1359.21495,20155950000.0
785,2012-08-03,1374.4050000000002,19419460000.0
94,2012-08-10,1399.0900000000001,15913920000.0
95,2012-08-17,1408.01495,14123730000.0
368,2012-08-24,1412.36005,14718990000.0
627,2012-08-31,1406.5900000000001,13141340000.0
571,2012-09-07,1417.2400499999999,14259910000.0
316,2012-09-14,1451.745,20023040000.0
159,2012-09-21,1458.52495,18527570000.0
154,2012-09-28,1446.885,16973760000.0
546,2012-10-05,1454.9850000000001,17147310000.0
295,2012-10-12,1443.2300500000001,15577390000.0
297,2012-10-19,1445.63,18463100000.0
16,2012-10-26,1419.37,16987410000.0
336,2012-11-02,1420.1100000000001,11239480000.0
333,2012-11-09,1403.205,18011370000.0
593,2012-11-16,1366.08005,18107380000.0
687,2012-11-23,1384.52,10754010000.0
17,2012-11-30,1402.5650500000002,16954180000.0
731,2012-12-07,1410.98,16930770000.0
467,2012-12-14,1425.2350000000001,16918840000.0
314,2012-12-21,1430.77,20543390000.0
320,2012-12-28,1415.865,8790850000.0
503,2013-01-04,1433.02495,14660950000.0
225,2013-01-11,1462.1950000000002,18003450000.0
324,2013-01-18,1474.87,17024890000.0
375,2013-01-25,1492.21,14298680000.0
425,2013-02-01,1505.37,18901190000.0
431,2013-02-08,1506.66505,17220660000.0
160,2013-02-15,1519.14995,17082600000.0
3,2013-02-22,1514.1149500000001,15683400000.0
605,2013-03-01,1505.425,19146110000.0
600,2013-03-08,1532.385,17988980000.0
886,2013-03-15,1555.4899999999998,18074930000.0
194,2013-03-22,1550.065,16501510000.0
199,2013-03-28,1558.25,12266080000.0
262,2013-04-05,1556.58,16991960000.0
950,2013-04-12,1572.99,16193490000.0
954,2013-04-19,1562.435,20025810000.0
672,2013-04-26,1570.41495,17250470000.0
23,2013-05-03,1599.87,17137450000.0
304,2013-05-10,1624.6100000000001,16470390000.0
307,2013-05-17,1647.105,16979670000.0
439,2013-05-24,1661.3550500000001,17853250000.0
653,2013-05-31,1652.475,14642760000.0
436,2013-06-07,1622.38,18157630000.0
170,2013-06-14,1628.3799,15935010000.0
7,2013-06-21,1615.94495,20459250000.0
13,2013-06-28,1590.19995,20394900000.0
633,2013-07-05,1618.3199,11022010000.0
908,2013-07-12,1657.19495,16166370000.0
903,2013-07-19,1682.48,15613300000.0
222,2013-07-26,1687.405,15296700000.0
381,2013-08-02,1695.7649999999999,16920240000.0
382,2013-08-09,1697.075,14910070000.0
109,2013-08-16,1674.71005,15334290000.0
801,2013-08-23,1652.14005,13950930000.0
522,2013-08-30,1648.49,13695720000.0
947,2013-09-06,1649.12,13124750000.0
266,2013-09-13,1673.4099999999999,15772830000.0
413,2013-09-20,1710.78,18657960000.0
412,2013-09-27,1699.27495,15310240000.0
230,2013-10-04,1683.455,15855840000.0
497,2013-10-11,1674.95495,16132530000.0
675,2013-10-18,1718.72005,16512980000.0
758,2013-10-25,1750.15995,17464350000.0
29,2013-11-01,1763.96,17676620000.0
34,2013-11-08,1760.37,18014020000.0
725,2013-11-15,1779.43,15476450000.0
565,2013-11-22,1791.0349999999999,15813880000.0
568,2013-11-29,1807.065,10637550000.0
508,2013-12-06,1794.5549999999998,16668560000.0
784,2013-12-13,1791.9,16086600000.0
943,2013-12-20,1795.87,19402600000.0
942,2013-12-27,1833.9050000000002,8194360000.0
622,2014-01-03,1838.58995,10461570000.0
365,2014-01-10,1833.48,17375600000.0
366,2014-01-17,1833.1799999999998,17839850000.0
30,2014-01-24,1819.8000499999998,15747340000.0
721,2014-01-31,1784.6100000000001,19054250000.0
755,2014-02-07,1767.975,20380140000.0
64,2014-02-14,1816.74,16742180000.0
342,2014-02-21,1836.04,13891540000.0
347,2014-02-28,1852.35,18711730000.0
618,2014-03-07,1859.0049,17512170000.0
364,2014-03-14,1860.95995,16641060000.0
214,2014-03-21,1863.39005,17678140000.0
217,2014-03-28,1859.0149999999999,16779360000.0
448,2014-04-04,1878.22,16381500000.0
708,2014-04-11,1843.445,18333880000.0
709,2014-04-17,1842.7150000000001,13344490000.0
870,2014-04-25,1872.295,15348510000.0
662,2014-05-02,1870.9699999999998,18038030000.0
212,2014-05-09,1874.42995,16112380000.0
399,2014-05-16,1882.2649999999999,15469770000.0
131,2014-05-23,1884.7,13605170000.0
829,2014-05-30,1913.02,11860010000.0
93,2014-06-06,1932.70995,14147690000.0
416,2014-06-13,1940.665,13863870000.0
685,2014-06-20,1947.41,16251000000.0
682,2014-06-27,1956.4299500000002,15983470000.0
851,2014-07-03,1971.905,11075160000.0
567,2014-07-11,1968.54,14692810000.0
562,2014-07-18,1969.76495,15952350000.0
427,2014-07-25,1978.58,14213850000.0
826,2014-08-01,1950.61,17417530000.0
831,2014-08-08,1923.85,16207390000.0
763,2014-08-15,1946.165,13747450000.0
292,2014-08-22,1976.56,12814930000.0
286,2014-08-29,1997.78,11571710000.0
260,2014-09-05,2000.635,11520670000.0
940,2014-09-12,1993.7150000000001,14732610000.0
946,2014-09-19,1998.87,17261820000.0
663,2014-09-26,1987.5349999999999,16145360000.0
691,2014-10-03,1955.6,18807610000.0
4,2014-10-10,1941.945,20382540000.0
6,2014-10-17,1866.375,24810660000.0
814,2014-10-24,1923.7849999999999,17947860000.0
534,2014-10-31,1984.77995,18810910000.0
486,2014-11-07,2017.635,18652340000.0
812,2014-11-14,2038.17505,16172310000.0
118,2014-11-21,2052.96,17004640000.0
114,2014-11-28,2070.255,11770900000.0
101,2014-12-05,2064.52005,18286300000.0
788,2014-12-12,2039.055,19961180000.0
793,2014-12-19,2025.2051000000001,25431950000.0
512,2014-12-26,2080.99,9565680000.0
441,2015-01-02,2069.795,10207410000.0
446,2015-01-09,2028.4349000000002,19362860000.0
707,2015-01-16,2022.52495,20275570000.0
848,2015-01-23,2034.55505,15424020000.0
288,2015-01-30,2023.4001,19558890000.0
166,2015-02-06,2026.64995,20821110000.0
854,2015-02-13,2069.455,18132050000.0
579,2015-02-20,2098.0249999999996,13260470000.0
576,2015-02-27,2111.2950499999997,16561930000.0
728,2015-03-06,2092.395,17049500000.0
38,2015-03-13,2061.58995,17328980000.0
201,2015-03-20,2084.635,19504990000.0
200,2015-03-27,2080.18005,16498140000.0
457,2015-04-02,2068.6749499999996,12933470000.0
185,2015-04-10,2079.56505,15962370000.0
187,2015-04-17,2092.1400000000003,17285170000.0
527,2015-04-24,2102.515,16604500000.0
718,2015-05-01,2101.755,18949060000.0
712,2015-05-08,2094.43995,17753820000.0
21,2015-05-15,2104.73,15824270000.0
301,2015-05-22,2127.365,14852420000.0
308,2015-05-29,2112.69995,13377830000.0
188,2015-06-05,2103.7949,15604780000.0
879,2015-06-12,2093.5799500000003,15214050000.0
877,2015-06-19,2099.56995,17173880000.0
599,2015-06-26,2112.625,17463770000.0
918,2015-07-02,2077.475,14481300000.0
232,2015-07-10,2063.88,18065680000.0
235,2015-07-17,2104.46995,15950490000.0
384,2015-07-24,2104.9551,17926480000.0
645,2015-07-31,2088.88,19254140000.0
528,2015-08-07,2090.2849,18841050000.0
272,2015-08-14,2078.7201,17509360000.0
113,2015-08-21,2037.1799999999998,18271310000.0
117,2015-08-28,1930.245,26089970000.0
657,2015-09-04,1944.89995,18717360000.0
939,2015-09-11,1957.9650000000001,14045680000.0
938,2015-09-18,1984.565,20075770000.0
255,2015-09-25,1944.2800000000002,18081540000.0
22,2015-10-02,1911.635,21346290000.0
20,2015-10-09,1987.23,20849400000.0
844,2015-10-16,2012.135,17281480000.0
392,2015-10-23,2048.48,18785920000.0
654,2015-10-30,2076.5801,20565930000.0
264,2015-11-06,2098.62,20531860000.0
951,2015-11-13,2059.29005,19691320000.0
670,2015-11-20,2058.22505,19652690000.0
671,2015-11-27,2082.95005,11792690000.0
632,2015-12-04,2073.31,20459190000.0
277,2015-12-11,2049.60995,20618850000.0
603,2015-12-18,2034.9899999999998,24611890000.0
224,2015-12-24,2036.6451,12177090000.0
490,2015-12-31,2062.59005,10057270000.0
463,2016-01-08,1978.33,22089690000.0
206,2016-01-15,1904.08,25291150000.0
42,2016-01-22,1860.57,21324990000.0
36,2016-01-29,1906.47,23703940000.0
1,2016-02-05,1909.7150000000001,24081930000.0
279,2016-02-12,1845.85,25488570000.0
281,2016-02-19,1901.06,18161550000.0
625,2016-02-26,1926.98,20729330000.0
221,2016-03-04,1970.47005,25206170000.0
904,2016-03-11,1995.81,22103360000.0
909,2016-03-18,2028.79505,22138770000.0
630,2016-03-24,2039.5450500000002,13842290000.0
767,2016-04-01,2051.6901,17687000000.0
760,2016-04-08,2053.91,18552210000.0
79,2016-04-15,2063.79005,19466730000.0
355,2016-04-22,2092.34995,19364460000.0
361,2016-04-29,2076.0849500000004,19991600000.0
554,2016-05-06,2061.43495,19877940000.0
300,2016-05-13,2064.00005,18573070000.0
140,2016-05-20,2048.89495,19066060000.0
143,2016-05-27,2073.16005,16852120000.0
283,2016-06-03,2095.18005,15300080000.0
539,2016-06-10,2105.255,17344140000.0
542,2016-06-17,2074.2451,19277430000.0
704,2016-06-24,2072.9449999999997,20763870000.0
561,2016-07-01,2050.1950500000003,22140480000.0
504,2016-07-08,2102.865,14779810000.0
305,2016-07-15,2150.385,17441690000.0
168,2016-07-22,2167.31995,15651690000.0
619,2016-07-29,2168.0801,18198170000.0
90,2016-08-05,2165.2251,18513540000.0
242,2016-08-12,2180.225,16340620000.0
363,2016-08-19,2181.1550500000003,16049210000.0
872,2016-08-26,2176.9049,15278970000.0
860,2016-09-02,2170.9800999999998,15911210000.0
868,2016-09-09,2157.8401000000003,14728870000.0
585,2016-09-16,2141.21005,20204330000.0
443,2016-09-23,2157.94995,16885840000.0
174,2016-09-30,2158.425,18967960000.0
598,2016-10-07,2154.93505,17876430000.0
343,2016-10-14,2142.16005,16140520000.0
66,2016-10-21,2136.4349,16149080000.0
61,2016-10-28,2137.07505,19108200000.0
391,2016-11-04,2108.52,20427740000.0
652,2016-11-11,2141.4450500000003,25356830000.0
658,2016-11-18,2172.985,21123210000.0
816,2016-11-25,2199.8900000000003,12568190000.0
321,2016-12-02,2200.77,21589430000.0
855,2016-12-09,2229.885,20337430000.0
581,2016-12-16,2262.98495,22387610000.0
440,2016-12-23,2264.3201,14296250000.0
673,2016-12-30,2253.7201,9386710000.0
162,2017-01-06,2263.615,14637130000.0
430,2017-01-13,2266.76,17020210000.0
582,2017-01-20,2267.68495,13591180000.0
575,2017-01-27,2279.005,17555940000.0
613,2017-02-03,2282.76005,19001010000.0
358,2017-02-10,2302.3049499999997,17320440000.0
203,2017-02-17,2336.365,17831660000.0
208,2017-02-24,2360.56505,14895280000.0
835,2017-03-03,2379.9700000000003,19514510000.0
134,2017-03-10,2366.67,17712480000.0
135,2017-03-17,2374.09495,18757070000.0
403,2017-03-24,2358.83495,17128980000.0
665,2017-03-31,2346.33495,16227480000.0
171,2017-04-07,2361.5450499999997,16648230000.0
856,2017-04-13,2347.66005,12243670000.0
584,2017-04-21,2346.94005,16765230000.0
586,2017-04-28,2383.6749,19608540000.0
404,2017-05-05,2389.52,18809590000.0
667,2017-05-12,2392.80505,17759610000.0
661,2017-05-19,2379.245,19201970000.0
832,2017-05-26,2402.81495,16116730000.0
695,2017-06-02,2421.91005,15038090000.0
702,2017-06-09,2430.95,17598940000.0
437,2017-06-16,2431.1400000000003,19496610000.0
724,2017-06-23,2442.28005,19022570000.0
11,2017-06-30,2428.05995,17565550000.0
111,2017-07-07,2423.43495,11595360000.0
383,2017-07-14,2438.165,15081810000.0
640,2017-07-21,2463.9800999999998,15057410000.0
644,2017-07-28,2471.98495,17965610000.0
410,2017-08-04,2473.4299499999997,17288810000.0
144,2017-08-11,2464.31005,16365480000.0
138,2017-08-18,2447.8099,15247600000.0
837,2017-08-25,2436.06005,13786300000.0
121,2017-09-01,2454.28995,14107780000.0
127,2017-09-08,2459.26,13521090000.0
393,2017-09-15,2487.375,18158360000.0
536,2017-09-22,2502.6950500000003,15770230000.0
532,2017-09-29,2503.73495,16177570000.0
694,2017-10-06,2536.4549500000003,15215390000.0
700,2017-10-13,2549.625,14721510000.0
14,2017-10-20,2561.6799,15178860000.0
73,2017-10-27,2563.49,18269710000.0
239,2017-11-03,2577.2949,18915260000.0
921,2017-11-10,2581.67505,18566610000.0
923,2017-11-17,2573.77005,17216450000.0
764,2017-11-24,2591.225,10448990000.0
726,2017-12-01,2628.30505,19454370000.0
722,2017-12-08,2644.9699499999997,17189740000.0
35,2017-12-15,2665.5499499999996,19343950000.0
195,2017-12-22,2685.5400499999996,16007500000.0
198,2017-12-29,2682.8651,8767680000.0
145,2018-01-05,2712.90505,13837790000.0
839,2018-01-12,2761.9551,17487770000.0
845,2018-01-19,2789.485,15424920000.0
557,2018-01-26,2840.4951,18283880000.0
521,2018-02-02,2815.2950499999997,20065340000.0
524,2018-02-09,2648.0398999999998,26787200000.0
792,2018-02-16,2688.43495,18854770000.0
108,2018-02-23,2722.7650000000003,14297470000.0
330,2018-03-02,2718.2349999999997,19786810000.0
327,2018-03-09,2731.16005,17051190000.0
48,2018-03-16,2771.68495,18750700000.0
861,2018-03-23,2663.6349,17513550000.0
866,2018-03-29,2633.92005,14647940000.0
107,2018-04-06,2612.94005,16820340000.0
378,2018-04-13,2645.525,15609880000.0
520,2018-04-20,2689.05005,16375430000.0
519,2018-04-27,2648.10995,17108410000.0
830,2018-05-04,2638.7451,18483840000.0
544,2018-05-11,2694.03005,17060780000.0
540,2018-05-18,2722.005,16310100000.0
294,2018-05-25,2724.80995,15963780000.0
15,2018-05-30,2703.0751,5761633635.0
