,Date,Mid,Volume
3223,2001-07-24,1178.2849999999999,1198700000.0
3308,2001-07-25,1180.9,1280700000.0
462,2001-07-26,1193.41505,1213900000.0
458,2001-07-27,1202.625,1015300000.0
3193,2001-07-30,1204.73,909100000.0
469,2001-07-31,1213.63,1129200000.0
3668,2001-08-01,1217.135,1340300000.0
2356,2001-08-02,1220.79005,1218300000.0
3670,2001-08-03,1213.0300499999998,939900000.0
562,2001-08-06,1205.85,811700000.0
3672,2001-08-07,1201.60005,1012000000.0
2479,2001-08-08,1194.03,1124600000.0
3369,2001-08-09,1179.69505,1104200000.0
4015,2001-08-10,1181.44,960900000.0
4014,2001-08-13,1189.46995,837600000.0
4013,2001-08-14,1191.525,964600000.0
4012,2001-08-15,1184.4099999999999,1065600000.0
4011,2001-08-16,1173.94,1055400000.0
4010,2001-08-17,1168.8649500000001,974300000.0
4297,2001-08-20,1166.17495,897100000.0
4298,2001-08-21,1168.20505,1041600000.0
4295,2001-08-22,1160.95005,1110800000.0
4296,2001-08-23,1165.4099999999999,986200000.0
4300,2001-08-24,1173.62,1043600000.0
4299,2001-08-27,1182.45995,842600000.0
4293,2001-08-28,1170.415,987100000.0
4294,2001-08-29,1157.1750000000002,963700000.0
456,2001-08-30,1138.31,1157000000.0
4534,2001-08-31,1134.105,920100000.0
1096,2001-09-04,1142.2300500000001,1178300000.0
3849,2001-09-05,1125.19,1384500000.0
3836,2001-09-06,1118.7849999999999,1359700000.0
1093,2001-09-07,1094.26,1424300000.0
4560,2001-09-10,1085.04495,1276600000.0
782,2001-09-17,1065.0,2330830000.0
786,2001-09-18,1037.835,1650410000.0
787,2001-09-19,1011.7650000000001,2120550000.0
1115,2001-09-20,1000.2950000000001,2004800000.0
3110,2001-09-21,964.645,2317300000.0
1762,2001-09-24,987.12,1746600000.0
1311,2001-09-25,1007.735,1613800000.0
1764,2001-09-26,1011.4549999999999,1519100000.0
1763,2001-09-27,1008.5799999999999,1467000000.0
1775,2001-09-28,1029.77495,1631500000.0
1959,2001-10-01,1033.84995,1175600000.0
948,2001-10-02,1042.9,1289800000.0
2286,2001-10-03,1058.43,1650600000.0
2571,2001-10-04,1075.96995,1609100000.0
1963,2001-10-05,1062.925,1301700000.0
788,2001-10-08,1064.125,979000000.0
766,2001-10-09,1058.6,1227800000.0
91,2001-10-10,1067.19,1312400000.0
1610,2001-10-11,1090.075,1704580000.0
1246,2001-10-12,1084.79005,1331400000.0
1352,2001-10-15,1084.91995,1024700000.0
1310,2001-10-16,1094.395,1210500000.0
1326,2001-10-17,1091.84495,1452200000.0
1602,2001-10-18,1071.2399500000001,1262900000.0
1603,2001-10-19,1066.38,1294900000.0
4286,2001-10-22,1080.67995,1105700000.0
248,2001-10-23,1090.26,1317300000.0
4452,2001-10-24,1085.12,1336200000.0
4237,2001-10-25,1082.865,1364400000.0
1209,2001-10-26,1102.425,1244500000.0
2678,2001-10-29,1091.455,1106100000.0
4564,2001-10-30,1065.955,1297400000.0
4575,2001-10-31,1066.17,1352500000.0
3688,2001-11-01,1069.96005,1317400000.0
3687,2001-11-02,1082.605,1121900000.0
3686,2001-11-05,1096.96,1267700000.0
3437,2001-11-06,1107.545,1356000000.0
3684,2001-11-07,1119.8,1411300000.0
3681,2001-11-08,1125.585,1517500000.0
3682,2001-11-09,1117.075,1093800000.0
4028,2001-11-12,1110.01495,991600000.0
4027,2001-11-13,1128.7350000000001,1370100000.0
4022,2001-11-14,1140.5749999999998,1443400000.0
4021,2001-11-15,1140.7600499999999,1454500000.0
4024,2001-11-16,1136.72,1337400000.0
717,2001-11-19,1144.8550500000001,1316800000.0
2991,2001-11-20,1147.31,1330200000.0
2992,2001-11-21,1136.22,1029300000.0
2993,2001-11-23,1143.475,410300000.0
2989,2001-11-26,1152.025,1129800000.0
2990,2001-11-27,1152.09505,1288000000.0
2995,2001-11-28,1138.895,1423700000.0
2996,2001-11-29,1132.955,1375700000.0
3370,2001-11-30,1139.72995,1343600000.0
2641,2001-12-03,1132.615,1202900000.0
2270,2001-12-04,1136.83,1318500000.0
2268,2001-12-05,1158.695,1765300000.0
2267,2001-12-06,1168.89005,1487900000.0
2266,2001-12-07,1159.88,1248200000.0
309,2001-12-10,1148.98505,1218700000.0
59,2001-12-11,1142.60495,1367200000.0
3197,2001-12-12,1133.795,1449700000.0
158,2001-12-13,1127.45995,1511500000.0
66,2001-12-14,1121.405,1306800000.0
4542,2001-12-17,1129.98,1260400000.0
280,2001-12-18,1139.73,1354000000.0
720,2001-12-19,1143.5949500000002,1484900000.0
1490,2001-12-20,1145.67505,1490500000.0
1964,2001-12-21,1143.69505,1694000000.0
1471,2001-12-24,1146.225,439670000.0
243,2001-12-26,1151.91505,791100000.0
138,2001-12-27,1153.25,876300000.0
1527,2001-12-28,1160.8850000000002,917400000.0
1785,2001-12-31,1154.6,943600000.0
1940,2002-01-02,1145.45,1171000000.0
1941,2002-01-03,1159.6399999999999,1398900000.0
279,2002-01-04,1169.9850000000001,1513000000.0
2194,2002-01-07,1170.26,1308300000.0
3631,2002-01-08,1162.53,1258800000.0
1936,2002-01-09,1163.075,1452000000.0
2285,2002-01-10,1155.39005,1299000000.0
4150,2002-01-11,1152.43,1211900000.0
4147,2002-01-14,1141.875,1286400000.0
4145,2002-01-15,1142.84505,1386900000.0
4137,2002-01-16,1136.83995,1482500000.0
3356,2002-01-17,1133.41995,1380100000.0
1524,2002-01-18,1131.665,1333300000.0
1368,2002-01-22,1126.585,1311600000.0
2627,2002-01-23,1124.685,1479200000.0
1399,2002-01-24,1133.84005,1552800000.0
1401,2002-01-25,1133.065,1345100000.0
1414,2002-01-28,1132.645,1186800000.0
2636,2002-01-29,1118.105,1812000000.0
2938,2002-01-30,1097.725,2019600000.0
2937,2002-01-31,1121.755,1557000000.0
2591,2002-02-01,1124.355,1367200000.0
2594,2002-02-04,1107.225,1437600000.0
1146,2002-02-05,1091.77,1778300000.0
4260,2002-02-06,1085.6799999999998,1665800000.0
2349,2002-02-07,1086.23495,1441600000.0
2587,2002-02-08,1088.105,1371900000.0
2246,2002-02-11,1103.34505,1159400000.0
2244,2002-02-12,1107.83005,1094200000.0
2245,2002-02-13,1114.0300499999998,1215900000.0
3869,2002-02-14,1118.51,1272500000.0
2249,2002-02-15,1110.1599999999999,1359200000.0
2243,2002-02-19,1093.2100500000001,1189900000.0
1934,2002-02-20,1086.33995,1438900000.0
3174,2002-02-21,1090.87,1381600000.0
2819,2002-02-22,1084.16005,1411000000.0
1904,2002-02-25,1101.275,1367400000.0
1903,2002-02-26,1108.385,1309200000.0
1917,2002-02-27,1112.66005,1393800000.0
1913,2002-02-28,1114.14995,1392200000.0
4282,2002-03-01,1119.26,1456500000.0
2586,2002-03-04,1142.3850499999999,1594300000.0
2330,2002-03-05,1151.26,1549300000.0
4584,2002-03-06,1155.1999999999998,1541300000.0
2570,2002-03-07,1159.3149,1517400000.0
4249,2002-03-08,1165.15,1412000000.0
2176,2002-03-11,1166.3049999999998,1210200000.0
1592,2002-03-12,1161.3,1304400000.0
293,2002-03-13,1158.295,1354000000.0
1573,2002-03-14,1154.455,1208800000.0
1571,2002-03-15,1159.76,1493900000.0
1559,2002-03-18,1165.935,1169500000.0
1556,2002-03-19,1169.74495,1255000000.0
3973,2002-03-20,1160.9499999999998,1304900000.0
3974,2002-03-21,1147.29,1339200000.0
2432,2002-03-22,1150.545,1243300000.0
375,2002-03-25,1141.455,1057900000.0
3971,2002-03-26,1139.3049999999998,1223600000.0
3406,2002-03-27,1141.1399999999999,1180100000.0
410,2002-03-28,1149.5149999999999,1147600000.0
4056,2002-04-01,1140.355,1050900000.0
846,2002-04-02,1141.125,1176700000.0
862,2002-04-03,1129.26505,1219700000.0
1140,2002-04-04,1125.25505,1283800000.0
2542,2002-04-05,1126.40005,1110200000.0
2481,2002-04-08,1118.6,1095300000.0
362,2002-04-09,1122.51,1235400000.0
2851,2002-04-10,1124.78,1447900000.0
2876,2002-04-11,1116.4450000000002,1505600000.0
2889,2002-04-12,1107.755,1282100000.0
3552,2002-04-15,1107.135,1120400000.0
3837,2002-04-16,1115.975,1341300000.0
2962,2002-04-17,1128.185,1376900000.0
3519,2002-04-18,1119.8899999999999,1359300000.0
3520,2002-04-19,1125.7049499999998,1185000000.0
64,2002-04-22,1115.395,1181800000.0
62,2002-04-23,1105.0549500000002,1388500000.0
69,2002-04-24,1100.4850000000001,1373200000.0
25,2002-04-25,1089.58505,1517400000.0
1746,2002-04-26,1086.54005,1374200000.0
1756,2002-04-29,1071.2849999999999,1314700000.0
4328,2002-04-30,1073.04,1628600000.0
1187,2002-05-01,1076.80495,1451400000.0
2385,2002-05-02,1085.44,1364000000.0
2389,2002-05-03,1076.72505,1284500000.0
1977,2002-05-06,1064.305,1122600000.0
1978,2002-05-07,1053.815,1354700000.0
2408,2002-05-08,1069.205,1502000000.0
3359,2002-05-09,1080.54,1153000000.0
4268,2002-05-10,1064.6801,1171900000.0
3547,2002-05-13,1064.37,1088600000.0
2319,2002-05-14,1086.1350499999999,1414500000.0
4279,2002-05-15,1096.58495,1420200000.0
